account_number,aba,bic,opened,balance
JQXN89715854567855,120953901,YWTTGBQAEDL,2021-03-01,324204
EJJP87951667788066,018840236,REGOGBQM,2020-09-27,110894
TVOR01233136720632,076071940,PUYLGBEH,2000-11-22,700714
ZUUI09474429350180,015408888,TSSZGBQS,2012-02-04,1170271
WNWG07183779297286,071830678,WDRKGBYTQKT,2014-09-02,199097
QQQO70608836411530,117235179,BIPRGBHEFQA,2002-09-08,425331
JKFI64332254470307,015704537,CBDYGBGZ,2009-07-09,280512
BTOP10146047438761,032641615,TTAFGBQ0KWE,2004-03-09,1958525
BBUW96172744451768,127870702,NKQWGBCECDS,2022-04-24,1008590
HDBE86926259035816,096255160,VONPGB4X8HR,2012-10-09,24012
ZECE67858069715000,107939281,DINIGB39,2016-04-30,1387368
NWMJ43042367432607,113604762,RXRLGBXA,2005-04-14,650799
IYUF35668537587858,089623783,EWSIGBP8MYJ,2010-11-27,65428
NNAV12356181528914,044812380,YSHKGBIMT9V,2022-01-21,610036
KIRC06760739408368,098225855,ZIANGBB8R4G,2008-06-29,1168308
COWQ28086544553409,100087949,SVDOGBG2KIZ,2003-12-17,1353705
RBRR14172626292237,127916352,SWPXGBM6,2019-05-19,1157563
ERWV54764629306943,060941743,KJCLGBB9,2018-04-08,262486
RAXJ63821379153236,035642284,YMQIGBUM,2006-05-26,159992
QTYS12633384314017,068724205,AXUWGBDJ,2012-09-08,839265
LLNE10046228126196,088720519,XSVWGB6R,2020-04-25,526514
CQRY99948434099153,033042174,HYMMGBH9HBF,2017-10-17,1306427
OZKQ81073950428611,026545691,YGGEGBMJ,2010-09-28,1883814
CEEW61632861296306,118116158,PUSNGBAMCYB,2002-06-12,1938508
IZVW08534506338468,115520268,TWBBGBA6,2007-02-23,121784
BCTK83934834117418,099788896,TAVLGBL3E4U,2021-07-22,19147
KACL76764742909256,126107081,JTWDGBIW,2020-06-14,885733
QAWL15324831840022,085749344,OKLZGB3HS1D,2006-09-06,381780
BXDP66922820755382,024399328,IMWHGB7K,2010-03-23,1439186
UHUZ13548813925404,077820527,CWPGGBF7HG9,2001-12-17,690082
QFTX10081235617163,050296042,TFCCGB1H,2017-08-19,1667002
MKHQ42195807905836,084603504,XIHZGBR2R6A,2006-07-16,581674
DGNO70567531956174,116995009,FSTLGB68,2010-05-07,1698405
THHU58043632763290,067191790,ZWPVGBPXG1F,2022-04-13,1221283
DVLY16405627128499,106809406,WHJJGB99,2002-05-05,1468087
TMXV17323396100770,034455346,DFQHGB9ARJH,2007-03-19,976247
WXAS70674294079288,075314239,KJRRGBSXG8I,2011-12-24,201963
GATX51935518013421,072523654,ZCVKGBDS,2009-09-27,130179
FDAS45804811806581,099623430,PPLNGBIURZD,2009-10-08,1564311
YUCJ13098494335359,104373031,ZUPTGB9Z,2009-03-17,957798
GSCI43537069877607,079399108,OSZWGBDZ,2020-01-10,572162
YZPE93521574403469,037446035,VRHJGBI3,2003-05-21,1507536
TDDU16750456248307,125920955,TUQWGBVJ,2021-09-12,189419
ENSS67016917628628,078154360,EIUZGB7JXJ7,2016-04-25,248209
JGKF61970254268912,121981163,YQKSGBYGLWO,2003-08-01,140749
KZAM62962688723728,123463223,HWNHGBJAFZP,2002-05-30,293259
LTHE00725143751005,062010290,KNCGGB27,2016-09-07,514166
QPPU64115157390415,046818942,XGSUGBVN77T,2000-02-14,1852877
FKMM85350143414077,010513587,ZJKEGB8Y,2016-08-06,1561377
BMCU64306880514241,119605024,KIMYGBBIKMG,2019-10-18,711541
MKNY62579034163311,018533365,USPKGBG8OX7,2017-12-12,921376
AHGW81129323685427,127939119,HTNPGBMC,2005-03-07,561487
YFDO24910711741677,089030415,AHSIGBY0,2009-07-30,1978171
AIII34635137502721,022090535,MMQHGBX5,2010-12-14,186566
YXQZ49526065179306,086396686,YZFMGBPT,2008-11-19,1572520
HBTF41799934666432,030639027,FNXSGBLK,2009-12-05,1704109
IBRU93202976426275,071756202,HAONGBRY,2015-12-11,1947054
DRUW76893970061147,106841558,FOWFGBV5,2008-03-09,650496
JBZQ15582599404685,061505450,WQHBGBY3LBL,2007-11-29,608319
QDQE57073620426239,112601999,TCNZGBIPSZM,2010-01-22,1480937
BOJD40915708968073,041563878,FDRRGBDPLIC,2015-07-05,897650
BUVU16766829758689,015418195,LSILGBCVPA1,2014-08-08,1370836
GKLH52499333567523,104826779,SGXSGB62,2017-12-31,1953904
WJDW59040083698448,019313005,UCMSGB0O,2011-09-06,556208
ITBE12567348200502,016420289,NIEAGBH5,2013-02-09,574602
KCMP86132673998826,120644472,BBDFGB5CVLQ,2019-07-08,1485418
ZRJF03980396198933,057789662,ISXKGB7QXQ9,2004-06-24,43427
KJEX85689168979452,093882015,CPXOGBSHIBE,2014-05-22,1847299
VOLE40589746643011,054275030,BCEMGBAU8SO,2001-04-11,949514
WRNB19263756252625,019011572,MROIGBHW,2016-10-29,1922887
OMPQ82294844808804,021314322,AUHPGBI6UKH,2008-07-15,1798119
FDKK25887024490259,101536842,BRVFGBN1LBK,2000-06-28,855382
DCRD69920562090380,098150823,ZLNGGBG4GMJ,2013-08-29,366917
XSPA67993933218177,110603928,HYKVGBXM294,2010-05-09,1492804
FNCB30099153747874,027449709,ZJBTGB76J3A,2019-05-02,1727033
VJCH71380325797953,116203416,YAQPGBIT,2012-05-02,619219
QSSL20810906098479,110534482,RGDUGB5S,2021-07-17,12330
YZHM12913910243954,028395823,GSPEGBU3,2016-11-20,862833
UMZU90773957232960,020224921,GUQCGB29NZZ,2018-07-16,297098
CYRS01028572087947,095455291,DUAEGB9BTJW,2002-09-07,525785
BCQE18072329451089,070103775,XYKCGBV6,2007-03-21,1611767
WSXN66150410794083,063598630,HMNXGBY4,2022-05-15,1445203
CNNX72482846915855,093078146,IFJUGBCZP8D,2020-10-03,1433812
UWOC53339663361831,048952644,PMZKGBDH,2010-10-15,651544
AZKT62024004652566,060285726,CYKOGBTEUEP,2005-10-02,1473309
BKJW90666554584677,102569973,NXTAGBFS,2017-10-08,40443
YNMC76160578701593,107027711,OFCNGBZC,2003-07-15,1404258
BXQQ59609623955881,054707825,UGCDGBGE,2004-06-27,1800001
SMQP74274900072337,121207711,HONPGBRN,2007-10-26,61193
OBUP69515066271800,012576483,TUBWGBQ92GI,2003-09-22,1085264
YFQW57245878954340,127030322,YDFIGB8TPOT,2018-06-05,1795186
FTBO58255688875952,116547907,ZFHGGBMNM87,2017-05-23,1755862
HBJT55447517755672,117235289,YQJJGBETZF6,2011-12-01,1432688
COSB85970761901518,033251525,HXWOGB86,2013-11-09,1636200
SEFB35302647120204,065726277,TAPHGBSTYON,2009-11-25,1501873
YUQR22879480254750,115247020,AWMBGBM4,2001-05-16,1273557
RKIC46453646743398,109498526,SYRXGBHG,2017-08-28,1616713
ETJN93845268837390,081758986,ZVDGGB59FOB,2014-02-24,1222537
UFBN50699199868203,107539429,BMYOGBNII30,2013-06-21,88813
TFIU31837815722637,115658596,SAGHGBWIHYM,2006-02-10,1009544
TVVT89963681611341,082377654,JPIQGB9W,2013-10-11,1231637
WZFH58325925653384,113150177,QHWSGBS8RRZ,2015-08-04,1463248
PDFJ92470000358389,097069452,RBHXGBH3,2006-09-05,726135
ASSD57776258144634,128054378,ZDNKGBOU,2001-03-14,1505548
MSOC78288866637308,070972171,CNWDGBJE4PE,2002-12-11,1819215
NQSH73565545222142,013646228,LLEBGB7XE78,2008-03-09,1645059
KVTU47824156338800,105924366,GWQGGB6Q,2006-02-24,1525965
MQYP39407342390876,114720360,HIZIGBOWADN,2020-03-06,1157994
SEDC50632367710660,103991980,KKLPGB4TMW4,2017-05-08,1279391
FQDS53791233420297,038284940,MWJWGB2M4VL,2020-03-13,1249654
PBBY02891245022028,117615032,FJCGGBJB,2000-09-28,1144573
XIDO20170831517553,020672052,PKRSGB1L5V7,2018-04-01,1365435
AOUD89878718868478,078017494,CWIYGBLKGTY,2010-09-04,1408097
EXHF94107738189266,112952509,PEAZGB0WJYV,2013-08-22,691881
JTEL37228034149071,123993308,VVLQGBCCUEV,2001-09-22,1932624
UIQW19357657700445,021125016,YFFRGB0HD90,2001-11-06,1087329
LOKS32768162177401,124742736,EYBOGB8K,2000-09-27,1045729
MQLN26687218167017,039706281,JUAIGBEI413,2017-01-30,552166
MPNE59706651148357,108790827,TKDXGBH5,2014-03-21,977565
NUGV02700740961746,024004477,IQMYGBJ2PGC,2019-01-01,786395
NXGT35840105015063,024892663,GBHNGBPEWFW,2019-10-08,266783
KKQU93256725644635,024823302,JNONGB7SY0C,2018-04-09,641454
AMDL38108974601067,129301758,GWFHGB9X,2007-12-30,1908175
VXRY81169621221850,105232977,YZFOGBHV2VW,2012-09-01,783882
THQA84976244409461,103963963,TFMDGBAFT57,2009-04-05,1516107
NBZX12446342662795,035318453,XNCKGBKN,2000-12-08,583968
DBDO98245265702947,077994738,QITXGBL704Z,2010-10-30,1445878
MBMN39867934078988,046445289,GAKOGBRPFDI,2022-03-28,718594
NYRB78667735454985,036501829,PJUCGB2D,2016-12-09,1730115
TKJV87746472926833,037588812,TPXFGBAVY3C,2006-05-22,1957780
URLH60265932493412,016159589,ZXEDGBBRKLX,2007-11-09,163244
GSGJ44860296980421,010031001,WBTIGB86NH6,2004-03-12,1126712
VBLA22345694979359,049473847,FVUKGB8I,2002-11-13,573912
ARIR73590537027477,033637291,BZHXGBS6,2019-11-16,1279257
JFVI00304536496452,103818937,AEPAGBIBFWF,2000-09-26,1146279
OQMI13484104046705,115377495,LJTCGB6F,2008-10-11,1194408
OALN88745381193495,075980702,UGNPGBJY,2003-01-05,1877312
IOUX03658258562135,125187293,ISKDGBW6PVB,2004-03-17,1580265
NADU72094374719226,108313770,YKZPGBE3EIE,2001-01-02,173391
HRAV81358267107194,109371575,XSIYGBY7ZZI,2007-08-10,951581
HTQR24363667681338,115926655,FREUGBBPXLR,2005-10-12,181458
RAAB46736333949636,049159530,TUCFGBNWMME,2012-09-08,654758
BXTY67483319145036,100140297,TBWGGBU9F7Y,2016-10-23,252794
QLHD75290993129926,120000964,OOYQGB3R,2015-01-28,1309144
PUFE61337242884607,088115580,ADTLGB6M2YW,2018-12-10,809593
GUSP38801758639228,018026254,BLODGB6N7CN,2011-01-26,241932
TPKA56237117077917,108695388,VHFJGBFU,2021-01-25,1283201
RCXJ15203250297286,068025302,RSUZGBV4,2017-03-03,1555909
YKZV48156916324144,069040739,RVHGGB0BFWV,2020-12-10,1948519
QCVZ57810535927501,077507109,EFPEGBSM,2008-03-26,1176676
ZEXF55447942730637,059230465,PZNIGBPJLX6,2016-02-23,1827917
LWCW73435590596878,015345310,EDLVGB6T5N1,2011-04-17,925900
CEHZ75238756260313,112844099,IZTNGBL11Y0,2011-04-18,54597
UCOD50288660512259,016679771,UUAPGB1N,2005-12-24,59458
NDXV80179849683034,060449106,CKAXGBKU,2016-04-29,1560124
GPEE38144858730871,033634744,ROOAGBOR,2006-12-15,1174794
PTMZ03129312943363,018238194,BCJLGBY6ZTY,2003-02-06,1008387
MQGK19852648546904,038289314,TSRTGBLHJ6D,2001-08-30,1915870
HYIX38073178247704,017408488,NRJYGBOH,2015-11-02,258448
QKZZ07431256534425,129883153,HAFDGBTYV84,2018-03-27,346106
GHFY50127650054153,077728182,FHMEGBWW,2018-02-28,416595
SGBF40917680494029,066786656,CMIKGBMG,2021-03-17,679072
LYYM62652129206566,090278952,EHLTGBQC,2014-03-27,826209
SWIW46782010162353,108365469,FNGHGBI0,2011-06-30,1870527
TSWE65865775667208,128759783,FDLVGBAHA1A,2020-08-31,344535
XBRN00060549752685,109758635,EJVOGB4O,2011-02-18,946754
YTGB76115502230178,027019223,HALVGBLVJWY,2014-04-02,483083
YIHC34059755188033,115203721,HDTWGB58JQP,2002-03-16,747036
ITGQ26374518703262,103187286,EQLNGBHR,2019-06-17,588075
KEFI50775898479943,082459789,LZAGGBF97DE,2020-01-31,1294961
FNUT26470238129603,042415501,TCHGGBYPCY0,2016-10-03,1973955
LPFZ90485934214289,037908654,WHVNGB3X3K3,2017-03-05,1013015
WMZI07767142416991,033445674,NCMPGBBA,2015-02-22,1361947
XGCS52416591578694,054006966,BHETGBVKUS2,2003-04-14,1606127
ZPXX10511101534791,104236424,PHIRGB7VFVI,2015-03-19,737660
YIGR43037066206419,011568683,FKSUGBJT,2004-02-01,1082792
YXZK49194250700338,049302662,GDBXGBDF,2020-10-07,1279366
TUHE21353174394395,071815415,SLMGGBJQMCC,2017-01-22,1111827
DDHW14045890227058,048874188,HHDQGBNH,2022-05-28,360396
LKPN03793729340218,012341304,WAOYGBOKCGF,2017-04-19,795193
YORC21262366872119,067871272,PYBPGBQ5,2004-03-10,253689
QQJB94546420406949,034302059,UDXTGBBSH25,2008-07-31,266335
PISD80601385295459,119216138,PCZJGB96RJ9,2014-06-30,1179230
AGTW44418197969507,038568747,AJSBGBGJ4GZ,2006-04-04,1120243
QTBS12891159585209,085042931,UMMWGBSK,2016-02-01,1344334
HHSU32066509489428,010453090,WEWIGBIS,2006-07-12,1953932
PMDU39981130103325,096539718,PKHVGBTS,2022-09-15,1713014
WCBT35947277345964,104644485,DIAYGB60,2003-06-06,1475870
UHHX92980430731931,094975400,BRMXGB0H,2021-08-31,1618518
QGIK95954183611580,044944012,WMYNGBBSR0Y,2021-05-20,792322
BWVS57697612335762,050221415,DZMMGBS5M7B,2012-11-30,1862189
GSJY97679742668890,085876534,OMFEGBZ3,2019-12-09,1974796
ZNZZ79902789533441,090958829,XOKIGBTZ,2015-06-01,1666074
XKWZ88208360095552,037261867,XIAWGBD9,2015-09-24,1345561
KJVM75116562071895,087324178,WZGNGBO6DGR,2022-07-29,5071
QEAS34105223812288,109252568,TOZLGBMWCFK,2000-04-29,419937
LBHV26924531204873,103662426,SYCWGBZOBUF,2021-01-22,1485707
TBPU66445527497280,084736714,KVUBGBA2,2019-08-04,264305
SFRX69611525000203,052927461,CXGPGB780BQ,2014-08-14,1898669
UAPC36382085639908,106376829,CCVZGBZW,2011-01-08,44862
XIGE66903079687662,067403323,JJTUGBR0,2011-12-23,587402
SWEM83154668740974,045262450,UMMIGBDP,2020-09-01,1830094
JZOW47540149080753,053462996,QLXGGBUME0N,2012-12-02,98909
WKMO10816515065999,124262067,RNGRGB3OV16,2016-08-05,1112717
DYYX66113056394473,102911602,DGHJGBO33XE,2004-08-06,1967258
BXDM45957402599412,100329348,KPLTGBCL,2001-07-04,245569
RSQW28002205186181,086803072,CLOZGBO5,2013-12-16,564290
EWAH17604439448772,071401489,LYHLGBYNLCJ,2006-07-06,1538418
BDES45263763252259,128211221,YNLYGBWGCMH,2014-09-30,785577
KWYF35171265545799,043556016,NSMNGBXN,2013-04-25,342062
CRML43719477341622,012123179,BFNTGB8J1DB,2021-08-13,1793342
NUYV32600992583987,068285566,TPKPGBHHZTI,2008-09-25,11905
MBEC93479487320073,088984384,JUGUGB59,2005-05-01,367692
PSWC19889243799996,043826254,GAPFGBGQ,2015-07-24,814061
USMW23320312244310,049048023,DMAOGB5M,2008-03-16,166291
XFDL83295695378120,058015238,PHLTGB9L0OL,2018-02-15,17137
GFQH90674765209542,049041826,GOPJGBR4,2012-02-22,1320914
EZNI27656705985813,116041063,QZZJGB8JMAU,2012-07-02,813573
VWPF57170762563134,090781410,HSAQGBFGYMM,2009-06-18,1611374
KGGU08075470137401,083066919,ZKFFGBA3,2022-07-10,583088
TNPQ93084033636374,031442381,OSIYGBAWSAI,2004-11-25,1662723
IEEJ45447021062819,033850683,BFTCGBXX,2007-07-08,378372
YSHT61641081144535,047788178,YPFQGBTG,2010-06-08,1645202
CGRJ75969825005255,078046782,FWHHGBGQUMT,2019-12-16,1771088
KFYO90260610364552,106866494,KAGTGBN2,2020-12-20,1692673
OJZU75771118334287,052173888,RTVGGB41,2019-07-12,1448544
UOYQ97111670020769,049978106,XSJZGB24,2017-02-20,153232
EYIO69408075070417,080919292,RSODGB4P,2009-09-23,364047
XWYQ84328935598378,028739434,ERAZGB6O,2008-02-07,1027869
WUMZ97583359150114,033057567,RZGCGB6HKC2,2003-01-18,866703
LDVW78710394126723,089882456,PJONGB1L,2013-10-06,1312304
JHKV44200321910454,011925022,TINHGB61,2018-09-03,1475988
JLSM17567206984100,101309697,ROVFGBCBAGN,2021-04-17,1536684
CYXN44136722043885,125985495,LYBQGBX7KZ5,2003-03-04,285975
YMXI99757516985682,029638291,PNLRGBPF,2001-12-07,62303
SIKM17707892415122,018574586,COVBGBU7,2000-11-04,1941653
IPOM21901549571754,084881753,FMNOGBT9JDE,2010-04-09,1675339
RYMB31264298471296,096870176,OEQLGBHJ5P5,2010-05-31,1800237
VEMT08789963456434,012717051,DTSBGBJMDAY,2002-12-12,28294
YHMJ02972394262087,109128647,LPYEGB51Q76,2019-06-24,1794534
GTFW32606959565007,029147630,OKAFGB14,2015-08-20,136822
ZCYQ81074258872031,106833582,RKMVGBQB,2010-03-13,1950366
LEOB07514053697722,090081385,IJCMGBGACD1,2001-12-30,989986
MFFP71590350025428,043847437,IZRIGB8QS7F,2011-03-24,995674
LZLV05983877679518,055741178,QIDCGBIZVCO,2006-11-04,368003
MOGJ91533655300247,075948980,CQZZGBNM,2005-01-27,1296704
XWSI57856849780794,061120369,XYLWGB3T,2004-05-04,87948
GBPZ75819800703067,042293655,JLLDGBHD38W,2000-05-08,1064458
IVAX55269165699087,047345113,LPMBGB0JTIS,2009-12-02,876804
UWPS22913833480431,056591039,YEEFGBUC,2021-03-21,55103
OUTA26119221881254,012051898,ZIROGBSGU9A,2009-11-21,1085357
RSMQ02064900655298,128057346,IPBEGBVW0S3,2005-04-12,969342
HTPZ47689629779606,060773128,VXPYGBWQ,2013-06-30,369685
PMPB24280252078071,117091559,YWGMGBO6,2014-12-30,1992145
GNAL20326829390683,108388378,TTFRGB8O,2009-11-01,327381
PTQR82635522958124,064031989,JQYUGBLW549,2007-07-03,998215
ZBIC62371772954382,084154969,HJJLGBSE,2019-07-04,1123869
XJEQ65937643009767,102020690,SPWSGB3O,2020-01-09,226718
WUYL44853991338814,109107406,HRGTGBANUBV,2008-05-03,1608337
BDQY13972590801363,124947492,KGQMGB1DFQQ,2010-09-05,165268
CUTG82112723708890,115210905,OFJFGB0O,2019-10-19,442977
HMOX25414116177490,100010602,BYKEGBD0,2008-05-15,140281
QWPR22638827390961,071793074,FJRYGB13,2021-07-12,1177606
CQPK30162746931741,022513601,DBGRGB47,2004-02-29,640244
LQYS82907206057199,090919062,SXUPGBKX,2019-09-04,1147598
DLQC39455829148810,050361582,CBSEGB53P8I,2009-10-27,30492
DAHX48530343326147,109949156,JNBGGBK9FMY,2004-06-20,1353541
CUVO92563480918446,109466820,AQGOGBE7,2003-04-12,712658
YXSL83401036492268,094571516,SIXMGBHJ,2013-11-24,331509
CSFD54699699356873,080703563,JGZSGBAF,2021-03-15,755295
IIGZ00290663533102,042404305,CMJKGBQJ,2012-09-27,1974291
NZGK26534867028300,097877482,KPDLGBFL,2013-06-27,541026
AFEV07639162286243,010160914,WAFAGBRXL7L,2000-09-10,640050
ARZY60350313299159,042345723,DEFVGBBO,2013-05-22,1551994
OEXX64524436177323,019979821,OUTYGBMTEO1,2006-02-16,1479393
HYZX16943437536746,111167308,AOBEGBA1,2018-07-20,1088699
TQWX45617733451424,065130258,LEMAGBMP,2009-08-21,1633261
QDKL68504805474729,039483313,SJYRGBSE,2006-07-09,1776767
YWZF62878749614811,014626946,MFHDGBO8,2008-01-29,1286851
AWJB89099662096294,047710175,UAFBGBKDRD8,2018-06-09,59111
OTVB32390886127173,114470351,VLHLGBMX,2005-01-03,1731783
BIPP92581989665076,088368447,NKYIGBB3,2021-11-15,1296887
NOKN46335843872390,032672325,GXXUGBG7,2016-09-15,277255
GJLA58250549660616,020399571,TLRYGBO1,2020-06-30,405206
ZSQA17239237874423,018727252,GHKIGB88MHH,2001-08-30,984512
GWJH20809476067071,016824694,VBJOGB8DHGH,2021-07-19,119237
JDWO13721691710724,019503381,OSEDGBU0,2006-08-21,1780888
XZCZ60916760276486,082418144,DZYWGBEZYS0,2014-04-09,552082
FKBI84373045472616,100226797,GOIJGBEAH0V,2009-11-10,1827439
FCVT78803229427283,066357962,CREBGBTU,2003-06-02,1449753
IPEU18634997350711,086861153,ZCDMGBSHAIN,2010-06-17,1088927
MQBW81722697421323,119678501,CPTMGBQSBLA,2007-12-27,1795112
EGLT15466006426509,072763663,XRTDGB11,2020-08-23,1616467
MFHF89377878391765,117520211,POTHGBSW,2003-02-18,1603196
FWHL03333676574135,042548106,HEZWGBTZVP6,2002-10-23,1749332
DMLM69441903717851,087652235,ASDZGBD0ZIU,2019-01-27,668906
EAPZ87383864290370,031178309,KCOKGB1UZ5R,2016-12-26,914426
MLRS33051996406783,109221272,VLIPGB13,2004-07-04,1099067
AHEQ38965575435276,095967336,DTXEGB7FGDE,2005-09-07,856876
FCQG47941987705845,014892204,GYUQGBP6O3P,2017-08-22,19252
STPO30067266999810,101423379,CSJOGBPTX2T,2002-12-28,825059
IFXR96495412896825,018634769,JOOTGBA0,2009-10-23,1545751
FEOW58456514634610,041442342,ISBQGBMQX6V,2022-02-08,1223851
EHWI26846572801138,021745878,ZDPYGBHDC3P,2005-07-14,539267
VDXB52169818738335,084104087,RNAFGBWN1XZ,2020-07-19,999587
BOTF31496792116481,076513644,VMMDGBQLBL4,2011-06-03,1489196
HMJA69986853203269,086909659,GLXBGBYH40W,2001-11-03,161992
XLSE75176121638095,090325494,RWJCGBZC,2016-09-05,51242
EBGB62742961110989,106426135,UPVRGBTQ,2013-02-15,1070221
SCDZ44403386218886,113672189,PNHSGB1DYGL,2005-11-15,1603872
NUWR63326777403301,066963453,BGUCGBXG0GC,2021-08-04,365977
RFXB06422695447550,070662627,TPUVGBHPG1V,2004-07-07,1034622
TUJZ88313543445683,040703480,LAODGB2R7PJ,2000-08-05,17084
MPXK10437488428785,049195345,ANHLGB56,2015-07-23,309342
OKIY33235943901544,100573110,ULPOGBHWYOJ,2010-12-12,81450
RQJM13966052468350,061080645,HXQMGBQ5,2016-04-25,709545
GPEV22857481484242,094453333,WWLFGB6WSBQ,2019-03-01,1540205
QTAD89202474029912,075380632,ITOGGBBAKMP,2016-07-02,1571295
GFOE56276378292693,058057982,ZNSPGBDG731,2002-10-23,1042112
KUFY49572595657439,119000658,COHBGBYGIIJ,2009-03-04,165861
EODP47948848161921,066450940,JYUTGBGTCOL,2000-05-06,926848
OUFE21378274364684,034666960,LLHLGB7AE71,2017-06-15,1598921
ZHPM74953860501116,093737225,GWIFGB1MNWB,2015-09-10,1281530
ALRJ75790271363776,118036160,CLULGBFWQVN,2013-04-15,885253
YRVE78212159570154,028935843,GAUFGBOD3BJ,2021-08-31,1047141
JFYR35525876677969,125477770,OXOZGBXL,2012-02-28,1004837
HGRC92034630298696,086960193,JEYUGB1E,2000-03-06,1537813
PQXN89667116347719,010710652,NEBZGBEAIMP,2022-07-17,732531
KPZE61887278758093,016232118,HUJRGBDKESU,2010-06-15,1269433
AKPL26228279668577,035318039,QLXHGBE7YNS,2016-07-18,1670219
UAVD88976931613923,028331133,RSFLGBOO,2008-02-19,1388857
HBUU88989514167219,125160582,NAVXGBBSCBD,2003-02-09,373570
VUKL53394982551922,026606446,JWKIGBLDR4A,2016-08-05,1725667
LJZZ27759643189096,118310381,NUIBGBZP,2006-09-11,51999
YZZL51127819865331,094530340,FKQMGBLT,2019-04-05,1042135
LTFR13026773200330,036442289,FINGGB5Z,2012-11-22,476881
NFWY21028419042477,037922300,TEDEGBF6MYD,2001-12-23,1113105
CWID75728361242690,045466764,QCJSGBPW5AO,2003-03-30,1743695
KHBU47442848014775,021308846,QCFLGBVBIRZ,2001-11-22,1466427
CEGB32833260369044,122314328,DDJIGBT1,2013-11-20,548420
ZKOP91306032989983,102587311,ARDNGBSK5II,2019-07-18,1677156
RZVC31606663688104,072516726,FUIFGBXG1DE,2017-08-16,833038
NMMU83912712941746,010311530,IKMJGBUF,2001-05-12,1442624
XDSK91071427402357,077843371,KYYDGBPXQ0Y,2013-03-14,256641
SGZH08924408699507,012359862,JWAUGBB7,2003-07-12,611651
WSCN57968667407725,038202427,QQLHGBKN,2009-08-30,61710
BCSX20590742621189,113852310,MWEXGBR7,2020-08-31,1857142
WUOQ13641935582201,046741459,OIOLGBOZ,2006-12-31,1261809
EHJU45222409768864,082371223,NLHZGBQG,2002-01-20,759970
AFOG80784810837755,077973270,ZYUJGBAY,2007-07-27,1708955
ZEIB37272747438926,094731479,XPPIGB8GIY3,2010-09-28,1391476
BPUM22322860077542,128515422,QHJBGBYUXFD,2007-12-08,760595
OOPX83278262343648,036916618,ZPMYGBA5LM0,2021-01-10,969990
QFEC13039629830550,012096808,HEURGBH6,2004-10-15,1540278
OSPC77812438188504,015538871,QCKNGBGM,2005-02-09,1869112
OMCM43429022110571,070143120,SJPOGBVD67A,2004-05-12,964877
MBEG37192203989938,116859996,YXQVGB8G,2020-07-20,1240686
CTNW95305400499441,113316199,TGFLGBCG4K1,2002-10-12,1357641
KMCD38153560162230,053547044,VPGWGB4O,2013-12-07,775388
KELG09606211400330,116925150,QGPQGB0L,2016-05-22,156340
IZRE55052151907347,101326887,EAFCGB0C,2007-09-27,831774
QFOO67010050253586,089206919,THRWGB6TJ9K,2020-01-18,1726068
RGPI29535031821067,105585912,XBMPGB62HQP,2016-03-04,459894
FKYV96748091419382,057787237,TMRXGBVS,2015-05-15,738400
YNSG65368322913284,071774459,OMGDGBI6,2011-07-20,655178
HIPQ48840635965332,125009465,TSOMGB4VAFY,2014-08-31,1459865
VZFL99671510032373,100500866,XVFDGBVX,2016-05-22,1035934
KDQM74670723540920,028825898,FNTFGB3PZOC,2022-07-10,763239
DIHT05323964140013,111434484,FFVJGBQQ1DL,2001-06-22,1034834
YELT38998821493654,057187400,NCGAGBFP4JS,2005-11-14,1588267
RUPB69450174285393,097072821,TZYQGBUGS16,2004-05-06,696444
RZRS96850320272569,105540562,YEBWGBBLN7X,2016-07-15,661174
JSID88973870321717,078152171,WZBHGBL3,2020-09-30,960563
ESHQ50548056847499,015377919,NHICGBQTGJI,2007-09-24,704083
MNBT13530032125374,063205428,LNJSGBNBQU1,2020-12-28,420563
CPBW71595328506926,039163141,VAODGB52,2005-06-09,837998
PXBX88849312635264,104178634,JSVKGB4L7B0,2013-09-26,1832137
VEAR05869564933061,016907003,GTOGGBALVEC,2013-05-26,1939172
